chrm	start	end	gene_id	-	strand	tissue	length
chr17	29556546	29560546	ENSG00000168792.5	0	-	colon_sigmoid	4000
chr2	149564636	149569636	ENSG00000168288.13	0	-	colon_sigmoid	5000
chr11	64757105	64764605	ENSG00000168066.21	0	-	colon_sigmoid	7500
chr11	74007717	74012717	ENSG00000168014.18	0	-	colon_sigmoid	5000
chrX	330432	333932	ENSG00000167393.18	0	-	colon_sigmoid	3500
chr11	118334574	118339074	ENSG00000167286.10	0	-	colon_sigmoid	4500
chr11	16771296	16777296	ENSG00000166689.16	0	-	colon_sigmoid	6000
chr11	7662099	7665099	ENSG00000166394.15	0	-	colon_sigmoid	3000
chr9	137579080	137582080	ENSG00000165724.6	0	-	colon_sigmoid	3000
chr9	35084187	35088687	ENSG00000165282.14	0	-	colon_sigmoid	4500
chr9	35050427	35053927	ENSG00000165280.18	0	-	colon_sigmoid	3500
chr7	73738996	73768996	ENSG00000165215.6	0	-	colon_sigmoid	30000
chr9	83965082	83968082	ENSG00000165119.21	0	-	colon_sigmoid	3000
chr8	103394634	103398634	ENSG00000164933.12	0	-	colon_sigmoid	4000
chr7	1464776	1470276	ENSG00000164880.16	0	-	colon_sigmoid	5500
chr6	39179970	39188970	ENSG00000164626.9	0	-	colon_sigmoid	9000
chr4	173519468	173524968	ENSG00000164107.9	0	-	colon_sigmoid	5500
chr3	49881001	49887001	ENSG00000164078.13	0	-	colon_sigmoid	6000
chr3	157143507	157146507	ENSG00000163660.12	0	-	colon_sigmoid	3000
chr1	157788902	157794402	ENSG00000163534.15	0	-	colon_sigmoid	5500
chr3	108734923	108743423	ENSG00000163515.6	0	-	colon_sigmoid	8500
chr2	219048423	219054423	ENSG00000163501.7	0	-	colon_sigmoid	6000
chr4	17793654	17800654	ENSG00000163257.11	0	-	colon_sigmoid	7000
chr1	206923521	206928521	ENSG00000162896.6	0	-	colon_sigmoid	5000
chr1	19274572	19282572	ENSG00000162482.5	0	-	colon_sigmoid	8000
chr16	40906	46406	ENSG00000161980.6	0	-	colon_sigmoid	5500
chr17	44031327	44034327	ENSG00000161654.10	0	-	colon_sigmoid	3000
chr3	197505282	197509782	ENSG00000161267.12	0	-	colon_sigmoid	4500
chr19	40312035	40319535	ENSG00000160392.13	0	-	colon_sigmoid	7500
chr22	41916531	41922031	ENSG00000159958.7	0	-	colon_sigmoid	5500
chr4	2266581	2269581	ENSG00000159733.14	0	-	colon_sigmoid	3000
chr4	1154431	1166931	ENSG00000159674.12	0	-	colon_sigmoid	12500
chr1	45624303	45627303	ENSG00000159592.11	0	-	colon_sigmoid	3000
chr17	48718218	48721718	ENSG00000159182.5	0	-	colon_sigmoid	3500
chr21	33498430	33503930	ENSG00000159131.17	0	-	colon_sigmoid	5500
chr1	160985710	160995210	ENSG00000158769.18	0	-	colon_sigmoid	9500
chr7	44563303	44577893	ENSG00000158604.15	0	-	colon_sigmoid	14590
chr1	27398729	27404229	ENSG00000158195.11	0	-	colon_sigmoid	5500
chr2	31330320	31334320	ENSG00000158125.10	0	-	colon_sigmoid	4000
chr1	25955766	25959766	ENSG00000158006.14	0	-	colon_sigmoid	4000
chrX	2930020	2934520	ENSG00000157399.16	0	-	colon_sigmoid	4500
chr5	141834089	141853089	ENSG00000156453.14	0	-	colon_sigmoid	19000
chr5	43373644	43376644	ENSG00000151882.11	0	-	colon_sigmoid	3000
chr14	77423674	77426674	ENSG00000151445.16	0	-	colon_sigmoid	3000
chr4	98873775	98879275	ENSG00000151247.13	0	-	colon_sigmoid	5500
chr7	993985	996985	ENSG00000146540.15	0	-	colon_sigmoid	3000
chr5	173603644	173607144	ENSG00000145919.11	0	-	colon_sigmoid	3500
chr4	119308749	119317249	ENSG00000145384.4	0	-	colon_sigmoid	8500
chr3	195743764	195746764	ENSG00000145113.22	0	-	colon_sigmoid	3000
chr2	240475921	240479421	ENSG00000144504.15	0	-	colon_sigmoid	3500
chr1	150642729	150646229	ENSG00000143457.11	0	-	colon_sigmoid	3500
chr1	151360803	151364303	ENSG00000143416.21	0	-	colon_sigmoid	3500
chr1	156718390	156721890	ENSG00000143319.17	0	-	colon_sigmoid	3500
chr1	67404309	67407809	ENSG00000142864.15	0	-	colon_sigmoid	3500
chr19	56082865	56087365	ENSG00000142409.6	0	-	colon_sigmoid	4500
chr17	82318023	82321023	ENSG00000141574.8	0	-	colon_sigmoid	3000
chr16	84470854	84476354	ENSG00000140950.16	0	-	colon_sigmoid	5500
chr14	24423044	24426544	ENSG00000139899.11	0	-	colon_sigmoid	3500
chr4	75910659	75913659	ENSG00000138744.16	0	-	colon_sigmoid	3000
chr4	82344997	82352497	ENSG00000138668.19	0	-	colon_sigmoid	7500
chr10	72092031	72096031	ENSG00000138303.18	0	-	colon_sigmoid	4000
chr11	104990234	104994234	ENSG00000137757.11	0	-	colon_sigmoid	4000
chr11	114563090	114570590	ENSG00000137634.10	0	-	colon_sigmoid	7500
chr9	97899488	97904488	ENSG00000136932.14	0	-	colon_sigmoid	5000
chr7	36505440	36512940	ENSG00000136250.12	0	-	colon_sigmoid	7500
chr6	109359013	109366513	ENSG00000135535.17	0	-	colon_sigmoid	7500
chr11	128959059	128965059	ENSG00000134909.18	0	-	colon_sigmoid	6000
chr15	34137173	34140673	ENSG00000134152.11	0	-	colon_sigmoid	3500
chr14	70578256	70581256	ENSG00000133997.12	0	-	colon_sigmoid	3000
chr8	30057502	30063002	ENSG00000133872.14	0	-	colon_sigmoid	5500
chr8	81651913	81656913	ENSG00000133731.10	0	-	colon_sigmoid	5000
chr13	45330470	45333470	ENSG00000133112.17	0	-	colon_sigmoid	3000
chr5	150702939	150708439	ENSG00000132912.13	0	-	colon_sigmoid	5500
chr17	75773433	75776433	ENSG00000132475.10	0	-	colon_sigmoid	3000
chr7	50436127	50444127	ENSG00000132436.11	0	-	colon_sigmoid	8000
chr7	156988050	156994050	ENSG00000130675.15	0	-	colon_sigmoid	6000
chr9	135924968	135932968	ENSG00000130560.9	0	-	colon_sigmoid	8000
chr19	18269193	18279693	ENSG00000130522.6	0	-	colon_sigmoid	10500
chr19	18303235	18306235	ENSG00000130520.11	0	-	colon_sigmoid	3000
chr14	33920726	33924226	ENSG00000129521.15	0	-	colon_sigmoid	3500
chr4	182883059	182890059	ENSG00000129187.15	0	-	colon_sigmoid	7000
chr15	40975379	40978879	ENSG00000128908.17	0	-	colon_sigmoid	3500
chr22	36220208	36226208	ENSG00000128335.14	0	-	colon_sigmoid	6000
chr19	40022759	40028259	ENSG00000128000.17	0	-	colon_sigmoid	5500
chrX	101341660	101345660	ENSG00000126953.8	0	-	colon_sigmoid	4000
chr19	4086820	4090320	ENSG00000126934.14	0	-	colon_sigmoid	3500
chrX	47631520	47635520	ENSG00000126767.18	0	-	colon_sigmoid	4000
chr17	40547768	40553768	ENSG00000126353.3	0	-	colon_sigmoid	6000
chr1	44999539	45002539	ENSG00000126107.15	0	-	colon_sigmoid	3000
chr20	5539438	5544438	ENSG00000125772.14	0	-	colon_sigmoid	5000
chr6	27122396	27125896	ENSG00000124635.9	0	-	colon_sigmoid	3500
chr2	219368042	219372042	ENSG00000123992.20	0	-	colon_sigmoid	4000
chr4	109706488	109709988	ENSG00000123739.11	0	-	colon_sigmoid	3500
chr19	14474259	14477759	ENSG00000123159.16	0	-	colon_sigmoid	3500
chr12	115953904	115957904	ENSG00000123066.9	0	-	colon_sigmoid	4000
chr12	113806737	113816737	ENSG00000122965.11	0	-	colon_sigmoid	10000
chr7	33011113	33014113	ENSG00000122643.22	0	-	colon_sigmoid	3000
chr3	172502507	172505507	ENSG00000121858.11	0	-	colon_sigmoid	3000
chr11	45906662	45909662	ENSG00000121680.16	0	-	colon_sigmoid	3000
chr3	113713457	113716457	ENSG00000121579.13	0	-	colon_sigmoid	3000
chr3	119208231	119211731	ENSG00000121578.13	0	-	colon_sigmoid	3500
chr8	101166877	101177877	ENSG00000120963.12	0	-	colon_sigmoid	11000
chr5	168543494	168548494	ENSG00000120137.7	0	-	colon_sigmoid	5000
chr9	112201715	112217715	ENSG00000119314.16	0	-	colon_sigmoid	16000
chr6	134165745	134169245	ENSG00000118515.11	0	-	colon_sigmoid	3500
chr1	23553425	23557925	ENSG00000117318.9	0	-	colon_sigmoid	4500
chr1	231328752	231332752	ENSG00000116903.7	0	-	colon_sigmoid	4000
chr1	114563556	114567556	ENSG00000116752.6	0	-	colon_sigmoid	4000
chr2	105352711	105357711	ENSG00000115641.19	0	-	colon_sigmoid	5000
chr2	86495429	86503429	ENSG00000115561.16	0	-	colon_sigmoid	8000
chr2	157405118	157414618	ENSG00000115165.10	0	-	colon_sigmoid	9500
chr2	97651938	97655938	ENSG00000115073.8	0	-	colon_sigmoid	4000
chr3	131455211	131462211	ENSG00000114686.9	0	-	colon_sigmoid	7000
chr5	149486981	149492981	ENSG00000113712.19	0	-	colon_sigmoid	6000
chr6	122436850	122443350	ENSG00000111897.7	0	-	colon_sigmoid	6500
chr12	10600692	10604192	ENSG00000111196.10	0	-	colon_sigmoid	3500
chr11	111348754	111352254	ENSG00000110777.12	0	-	colon_sigmoid	3500
chr11	2997921	3000921	ENSG00000110619.18	0	-	colon_sigmoid	3000
chr11	6445112	6448612	ENSG00000110171.20	0	-	colon_sigmoid	3500
chr4	102787882	102794382	ENSG00000109332.20	0	-	colon_sigmoid	6500
chr17	78966237	78971237	ENSG00000108679.13	0	-	colon_sigmoid	5000
chr17	78668547	78674047	ENSG00000108669.16	0	-	colon_sigmoid	5500
chr10	803913	806913	ENSG00000107929.15	0	-	colon_sigmoid	3000
chr9	131573769	131576769	ENSG00000107263.18	0	-	colon_sigmoid	3000
chr7	101189506	101195006	ENSG00000106384.12	0	-	colon_sigmoid	5500
chr19	48379074	48382574	ENSG00000105438.9	0	-	colon_sigmoid	3500
chr19	41952680	41956680	ENSG00000105404.11	0	-	colon_sigmoid	4000
chr8	30675065	30678065	ENSG00000104687.14	0	-	colon_sigmoid	3000
chr8	27280885	27284885	ENSG00000104228.13	0	-	colon_sigmoid	4000
chr16	23459541	23463541	ENSG00000103365.15	0	-	colon_sigmoid	4000
chr20	6065844	6074844	ENSG00000101311.16	0	-	colon_sigmoid	9000
chr20	757079	760079	ENSG00000101276.18	0	-	colon_sigmoid	3000
chr14	95706446	95709946	ENSG00000100721.11	0	-	colon_sigmoid	3500
chr22	41590027	41598027	ENSG00000100418.8	0	-	colon_sigmoid	8000
chr22	36278279	36281279	ENSG00000100345.22	0	-	colon_sigmoid	3000
chr22	29498878	29505878	ENSG00000100296.14	0	-	colon_sigmoid	7000
chr22	29323179	29327679	ENSG00000100280.17	0	-	colon_sigmoid	4500
chr22	42154012	42160012	ENSG00000100207.20	0	-	colon_sigmoid	6000
chr22	41930236	41938736	ENSG00000100162.15	0	-	colon_sigmoid	8500
chr22	37486861	37490361	ENSG00000100065.15	0	-	colon_sigmoid	3500
chr22	37464562	37469062	ENSG00000100060.18	0	-	colon_sigmoid	4500
chr22	21754156	21759656	ENSG00000100030.15	0	-	colon_sigmoid	5500
chr16	30827625	30833625	ENSG00000099385.12	0	-	colon_sigmoid	6000
chr6	35568084	35573584	ENSG00000096060.15	0	-	colon_sigmoid	5500
chr11	114518644	114521644	ENSG00000095110.8	0	-	colon_sigmoid	3000
chr14	21199135	21209135	ENSG00000092199.18	0	-	colon_sigmoid	10000
chr16	74444426	74447426	ENSG00000090863.12	0	-	colon_sigmoid	3000
chr20	1439161	1442161	ENSG00000088833.18	0	-	colon_sigmoid	3000
chr1	51278757	51287257	ENSG00000085831.16	0	-	colon_sigmoid	8500
chr1	108128542	108134042	ENSG00000085491.17	0	-	colon_sigmoid	5500
chr6	132442866	132445866	ENSG00000079950.14	0	-	colon_sigmoid	3000
chr8	94119161	94127161	ENSG00000079112.10	0	-	colon_sigmoid	8000
chr11	1269370	1274370	ENSG00000078902.16	0	-	colon_sigmoid	5000
chr7	5518408	5526408	ENSG00000075624.17	0	-	colon_sigmoid	8000
chr3	127685561	127689061	ENSG00000074416.14	0	-	colon_sigmoid	3500
chr11	85952174	85957174	ENSG00000073921.18	0	-	colon_sigmoid	5000
chr3	185637129	185643129	ENSG00000073792.16	0	-	colon_sigmoid	6000
chr12	273556	280056	ENSG00000073614.13	0	-	colon_sigmoid	6500
chr17	39898094	39904594	ENSG00000073605.18	0	-	colon_sigmoid	6500
chr14	68870127	68874127	ENSG00000072110.15	0	-	colon_sigmoid	4000
chr17	76616260	76624760	ENSG00000070526.15	0	-	colon_sigmoid	8500
chr16	46652631	46656131	ENSG00000069329.18	0	-	colon_sigmoid	3500
chrX	49108906	49113406	ENSG00000068394.11	0	-	colon_sigmoid	4500
chr16	75624473	75627473	ENSG00000065427.15	0	-	colon_sigmoid	3000
chr12	32782754	32790754	ENSG00000057294.15	0	-	colon_sigmoid	8000
chr9	120899392	120902392	ENSG00000056558.11	0	-	colon_sigmoid	3000
chr6	42195306	42206806	ENSG00000048544.6	0	-	colon_sigmoid	11500
chr1	16242839	16246839	ENSG00000037637.11	0	-	colon_sigmoid	4000
chr2	206111316	206114816	ENSG00000023228.14	0	-	colon_sigmoid	3500
chr8	141204165	141207165	ENSG00000022567.10	0	-	colon_sigmoid	3000
chr6	2829331	2832331	ENSG00000021355.13	0	-	colon_sigmoid	3000
chrY	19691864	19703864	ENSG00000012817.16	0	-	colon_sigmoid	12000
chr7	106086504	106090504	ENSG00000008282.9	0	-	colon_sigmoid	4000
chr19	41670302	41673302	ENSG00000007306.15	0	-	colon_sigmoid	3000
